TargetNode	01	02	03	04	05	06	07	08	09	10
Streptococcus_anginosus	Streptococcus_anginosus;_CP007573.1;_TOPREFPERCREADS100	Streptococcus_anginosus_subsp._whileyi_MAS624;_AP013072.1;_TOPREFPERCREADS000	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_constellatus_subsp._pharyngis	Streptococcus_constellatus_subsp._pharyngis_C232;_CP003800.1;_TOPREFPERCREADS100	Streptococcus_constellatus_subsp._pharyngis_C1050;_CP003859.1;_TOPREFPERCREADS100	Streptococcus_constellatus_subsp._pharyngis_C818;_CP003840.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA
Streptococcus_cristatus_AS_1.3089	Streptococcus_cristatus_AS_1.3089;_CP004409.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_dysgalactiae_subsp._equisimilis_RE378	Streptococcus_dysgalactiae_subsp._equisimilis_RE378;_AP011114.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_gordonii	Streptococcus_gordonii;_CP023511.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_gordonii_str._Challis_substr._CH1	Streptococcus_gordonii_str._Challis_substr._CH1;_CP000725.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_infantarius	Streptococcus_infantarius;_CP013689.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_mitis	Streptococcus_mitis;_CP012646.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_mitis_B6	Streptococcus_mitis_B6;_FN568063.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_mutans	Streptococcus_mutans;_CP013237.1;_TOPREFPERCREADS100	Streptococcus_troglodytae;_AP014612.1;_TOPREFPERCREADS050	Streptococcus_mutans_UA159-FR;_CP007016.1;_TOPREFPERCREADS050	Streptococcus_mutans_UA159;_AE014133.2;_TOPREFPERCREADS050	Streptococcus_mutans_GS-5;_CP003686.1;_TOPREFPERCREADS050	Streptococcus_mutans_NN2025;_AP010655.1;_TOPREFPERCREADS050	Streptococcus_mutans_LJ23;_AP012336.1;_TOPREFPERCREADS050	NA	NA	NA
Streptococcus_oralis	Streptococcus_oralis;_CP019562.1;_TOPREFPERCREADS100	Streptococcus_oralis_Uo5;_FR720602.1;_TOPREFPERCREADS000	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_oralis_Uo5	Streptococcus_oralis_Uo5;_FR720602.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_oralis_subsp._tigurinus	Streptococcus_oralis_subsp._tigurinus;_AP018338.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_pantholopis	Streptococcus_pantholopis;_CP014699.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_parasanguinis	Streptococcus_parasanguinis_ATCC_15912;_CP002843.1;_TOPREFPERCREADS100	Streptococcus_parasanguinis_FW213;_CP003122.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_parasanguinis_ATCC_15912	Streptococcus_parasanguinis_ATCC_15912;_CP002843.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_parasanguinis_FW213	Streptococcus_parasanguinis_FW213;_CP003122.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_pasteurianus_ATCC_43144	Streptococcus_pasteurianus_ATCC_43144;_AP012054.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_pneumoniae	Streptococcus_pneumoniae_AP200;_CP002121.1;_TOPREFPERCREADS100	Streptococcus_pneumoniae_TIGR4;_AKVY01000001.1;_TOPREFPERCREADS100	Streptococcus_pneumoniae_TIGR4;_AE005672.3;_TOPREFPERCREADS100	Streptococcus_pneumoniae_gamPNI0373;_CP001845.1;_TOPREFPERCREADS100	Streptococcus_pneumoniae_TCH8431/19A;_CP001993.1;_TOPREFPERCREADS100	Streptococcus_pneumoniae_SPN033038;_FQ312042.1;_TOPREFPERCREADS100	Streptococcus_pneumoniae_CGSP14;_CP001033.1;_TOPREFPERCREADS100	Streptococcus_pneumoniae_OXC141;_FQ312027.1;_TOPREFPERCREADS100	Streptococcus_pneumoniae_P1031;_CP000920.1;_TOPREFPERCREADS100	Streptococcus_pneumoniae_INV104;_FQ312030.1;_TOPREFPERCREADS100
Streptococcus_pseudopneumoniae_IS7493	Streptococcus_pseudopneumoniae_IS7493;_CP002925.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_pyogenes	Streptococcus_pyogenes;_CP014139.1;_TOPREFPERCREADS100	Streptococcus_pyogenes_MGAS315;_AE014074.1;_TOPREFPERCREADS066	Streptococcus_pyogenes_NZ131;_CP000829.1;_TOPREFPERCREADS066	Streptococcus_pyogenes_HKU_QMH11M0907901;_AFRY01000001.1;_TOPREFPERCREADS066	Streptococcus_pyogenes_MGAS15252;_CP003116.1;_TOPREFPERCREADS066	Streptococcus_pyogenes_MGAS5005;_CP000017.2;_TOPREFPERCREADS066	Streptococcus_pyogenes_MGAS6180;_CP000056.1;_TOPREFPERCREADS066	Streptococcus_pyogenes_STAB901;_CP007024.1;_TOPREFPERCREADS066	Streptococcus_pyogenes_MGAS1882;_CP003121.1;_TOPREFPERCREADS066	Streptococcus_pyogenes_STAB902;_CP007041.1;_TOPREFPERCREADS066
Streptococcus_pyogenes_MGAS10394	Streptococcus_pyogenes_MGAS10394;_CP000003.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_pyogenes_MGAS2096	Streptococcus_pyogenes_MGAS2096;_CP000261.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_salivarius	Streptococcus_salivarius;_CP014144.1;_TOPREFPERCREADS100	Streptococcus_salivarius_CCHSS3;_FR873481.1;_TOPREFPERCREADS060	Streptococcus_salivarius_JIM8777;_FR873482.1;_TOPREFPERCREADS053	Streptococcus_salivarius_57.I;_CP002888.1;_TOPREFPERCREADS040	Streptococcus_sp._HSISS1;_CM002132.1;_TOPREFPERCREADS026	Streptococcus_sp._FDAARGOS_192;_CP020431.1;_TOPREFPERCREADS013	Streptococcus_equinus;_CP020438.1;_TOPREFPERCREADS006	Streptococcus_sp._HSISS3;_CM002130.1;_TOPREFPERCREADS006	NA	NA
Streptococcus_salivarius_CCHSS3	Streptococcus_salivarius_CCHSS3;_FR873481.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_salivarius_JIM8777	Streptococcus_salivarius_JIM8777;_FR873482.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_sp._A12	Streptococcus_sp._A12;_CP013651.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_sp._HSISM1	Streptococcus_sp._HSISM1;_CM002128.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_sp._HSISS3	Streptococcus_sp._HSISS3;_CM002130.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_sp._I-P16	Streptococcus_sp._I-P16;_CP006776.1;_TOPREFPERCREADS100	Anaerotignum_propionicum_DSM_1682;_CP014223.1;_TOPREFPERCREADS050	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_sp._NPS_308	Streptococcus_sp._NPS_308;_AP017652.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_sp._VT_162	Streptococcus_sp._VT_162;_CP007628.2;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_sp._oral_taxon_431	Streptococcus_sp._oral_taxon_431;_CP014264.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_suis	Streptococcus_suis;_CP024050.1;_TOPREFPERCREADS100	Streptococcus_suis_SC070731;_CP003922.1;_TOPREFPERCREADS100	Streptococcus_suis_05HAS68;_CP002007.2;_TOPREFPERCREADS100	Streptococcus_suis_JS14;_CP002465.1;_TOPREFPERCREADS093	Streptococcus_agalactiae;_CP021867.1;_TOPREFPERCREADS080	Streptococcus_suis_BM407;_FM252032.1;_TOPREFPERCREADS020	Streptococcus_suis_D12;_CP002644.1;_TOPREFPERCREADS013	Streptococcus_suis_GZ1;_CP000837.1;_TOPREFPERCREADS013	Streptococcus_suis_SS12;_CP002640.1;_TOPREFPERCREADS013	[Eubacterium]_hallii;_LT907978.1;_TOPREFPERCREADS006
Streptococcus_suis_GZ1	Streptococcus_suis_GZ1;_CP000837.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_thermophilus	Streptococcus_thermophilus;_CP016439.1;_TOPREFPERCREADS100	Streptococcus_thermophilus_CNRZ1066;_CP000024.1;_TOPREFPERCREADS099	Streptococcus_thermophilus_LMG_18311;_CP000023.1;_TOPREFPERCREADS090	Streptococcus_thermophilus_ND03;_CP002340.1;_TOPREFPERCREADS076	Streptococcus_thermophilus_MN-ZLW-002;_CP003499.1;_TOPREFPERCREADS075	Streptococcus_thermophilus_LMD-9;_CP000419.1;_TOPREFPERCREADS074	Streptococcus_thermophilus_ASCC_1275;_CP006819.1;_TOPREFPERCREADS074	Streptococcus_thermophilus_TH982;_CM003136.1;_TOPREFPERCREADS074	Streptococcus_thermophilus_TH1436;_CM002370.1;_TOPREFPERCREADS073	Streptococcus_thermophilus_1F8CT;_CM003138.1;_TOPREFPERCREADS072
Streptococcus_thermophilus_CNRZ1066	Streptococcus_thermophilus_CNRZ1066;_CP000024.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_thermophilus_JIM_8232	Streptococcus_thermophilus_JIM_8232;_FR875178.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_thermophilus_LMG_18311	Streptococcus_thermophilus_LMG_18311;_CP000023.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_thermophilus_TH1435	Streptococcus_thermophilus_TH1435;_KI928985.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_thermophilus_TH1477	Streptococcus_thermophilus_TH1477;_CM003135.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Streptococcus_thermophilus_TH985	Streptococcus_thermophilus_TH985;_CM003139.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Taenia_solium	Homo_sapiens;_NT_187576.1;_TOPREFPERCREADS100	Taenia_solium;_MIEF01000241.1;_TOPREFPERCREADS100	Taenia_solium;_MIEF01012972.1;_TOPREFPERCREADS100	Taenia_solium;_MIEF01009750.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA
Tannerella_forsythia	Tannerella_forsythia_92A2;_CP003191.1;_TOPREFPERCREADS100	Tannerella_forsythia_KS16;_AP013045.1;_TOPREFPERCREADS100	Tannerella_forsythia_3313;_AP013044.1;_TOPREFPERCREADS075	Lactobacillus_amylovorus_GRL1118;_CP002609.1;_TOPREFPERCREADS050	Lactobacillus_amylovorus;_CP002559.1;_TOPREFPERCREADS050	Lactobacillus_gallinarum;_CP012890.1;_TOPREFPERCREADS050	Lactobacillus_delbrueckii_subsp._bulgaricus_ND02;_CP002341.1;_TOPREFPERCREADS050	Lactobacillus_delbrueckii_subsp._lactis;_CP023139.1;_TOPREFPERCREADS050	Lactobacillus_gasseri_ATCC_33323_=_JCM_1131;_CP000413.1;_TOPREFPERCREADS050	Lactobacillus_delbrueckii_subsp._jakobsenii_ZN7a-9_=_DSM_26046;_CP018218.1;_TOPREFPERCREADS050
Tannerella_forsythia_92A2	Tannerella_forsythia_92A2;_CP003191.1;_TOPREFPERCREADS100	Parabacteroides_sp._CT06;_CP022754.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA
Toxoplasma_gondii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Toxoplasma_gondii_ME49	Toxoplasma_gondii_ME49;_NW_017384517.1;_TOPREFPERCREADS100	Homo_sapiens;_NC_000001.11;_TOPREFPERCREADS008	Homo_sapiens;_NC_000005.10;_TOPREFPERCREADS002	Homo_sapiens;_NT_167219.1;_TOPREFPERCREADS001	Homo_sapiens;_NT_187425.1;_TOPREFPERCREADS001	Homo_sapiens;_NC_000010.11;_TOPREFPERCREADS001	Homo_sapiens;_NW_012132915.1;_TOPREFPERCREADS001	Homo_sapiens;_NC_000024.10;_TOPREFPERCREADS001	Pneumocystis_jirovecii_RU7;_NW_017264776.1;_TOPREFPERCREADS000	Homo_sapiens;_NC_000009.12;_TOPREFPERCREADS000
Treponema	Treponema_putidum;_CP009228.1;_TOPREFPERCREADS100	Treponema_denticola_ATCC_35405;_AE017226.1;_TOPREFPERCREADS100	Treponema_denticola_ATCC_35404;_CM001796.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA
Treponema_denticola	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Treponema_denticola_ATCC_35404	Treponema_denticola_ATCC_35404;_CM001796.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Treponema_denticola_ATCC_35405	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Treponema_pallidum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Treponema_pallidum_subsp._pallidum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Treponema_pallidum_subsp._pertenue	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Treponema_putidum	Treponema_putidum;_CP009228.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Treponema_sp._OMZ_838	Treponema_sp._OMZ_838;_CP009227.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Treponema_succinifaciens_DSM_2489	Treponema_succinifaciens_DSM_2489;_CP002631.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Trichinella_spiralis	Trichinella_spiralis;_NW_003526945.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Trypanosoma_brucei	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Trypanosoma_cruzi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Trypanosoma_cruzi_strain_CL_Brener	Trypanosoma_cruzi_strain_CL_Brener;_NW_891295.1;_TOPREFPERCREADS100	Homo_sapiens;_NC_000012.12;_TOPREFPERCREADS100	Homo_sapiens;_NC_000006.12;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA
Variola_major_virus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Variola_minor_virus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Veillonella_parvula	Veillonella_parvula;_CP019721.1;_TOPREFPERCREADS100	Veillonella_parvula_DSM_2008;_CP001820.1;_TOPREFPERCREADS066	Veillonella_parvula_HSIVP1;_CM002135.1;_TOPREFPERCREADS057	Veillonella_rodentium;_LT906470.1;_TOPREFPERCREADS009	NA	NA	NA	NA	NA	NA
Veillonella_parvula_HSIVP1	Veillonella_parvula_HSIVP1;_CM002135.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vibrio_cholerae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vibrio_parahaemolyticus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vibrio_vulnificus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Yersinia_enterocolitica	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Yersinia_pestis	Yersinia_pestis_D182038;_CP001592.1;_TOPREFPERCREADS100	Yersinia_pestis_biovar_Medievalis_str._Harbin_35;_CP001611.1;_TOPREFPERCREADS100	Yersinia_pestis_Antiqua;_CP000310.1;_TOPREFPERCREADS100	Yersinia_pestis_Antiqua;_CP009903.1;_TOPREFPERCREADS100	Yersinia_pestis_Z176003;_CP001596.1;_TOPREFPERCREADS100	Yersinia_pestis_biovar_Microtus_str._91001;_AE017046.1;_TOPREFPERCREADS100	Yersinia_pestis_str._Pestoides_B;_CP010020.1;_TOPREFPERCREADS100	Yersinia_pestis_CO92;_AL109969.1;_TOPREFPERCREADS100	Yersinia_pestis_D106004;_CP001588.1;_TOPREFPERCREADS100	Escherichia_coli_1303;_CP009169.1;_TOPREFPERCREADS100
Yersinia_pseudotuberculosis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Yersinia_pseudotuberculosis_complex	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
