TargetNode	01	02	03	04	05	06	07	08	09	10
Tannerella_forsythia	Tannerella_forsythia_92A2;_CP003191.1;_TOPREFPERCREADS100	Tannerella_forsythia_KS16;_AP013045.1;_TOPREFPERCREADS066	Tannerella_forsythia_3313;_AP013044.1;_TOPREFPERCREADS066	Parabacteroides_sp._CT06;_CP022754.1;_TOPREFPERCREADS033	NA	NA	NA	NA	NA	NA
Tannerella_forsythia_3313	Tannerella_forsythia_3313;_AP013044.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tannerella_forsythia_92A2	Tannerella_forsythia_92A2;_CP003191.1;_TOPREFPERCREADS100	Parabacteroides_sp._CT06;_CP022754.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA
Toxoplasma_gondii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Toxoplasma_gondii_ME49	Toxoplasma_gondii_ME49;_NW_017384517.1;_TOPREFPERCREADS100	Homo_sapiens;_NT_187579.1;_TOPREFPERCREADS050	Homo_sapiens;_NC_000010.11;_TOPREFPERCREADS050	Homo_sapiens;_NC_000001.11;_TOPREFPERCREADS000	NA	NA	NA	NA	NA	NA
Treponema	Treponema_putidum;_CP009228.1;_TOPREFPERCREADS100	Treponema_sp._OMZ_838;_CP009227.1;_TOPREFPERCREADS100	Treponema_denticola_ATCC_35405;_AE017226.1;_TOPREFPERCREADS100	Treponema_denticola_ATCC_35404;_CM001796.1;_TOPREFPERCREADS100	Anaerostipes_hadrus;_CP012098.1;_TOPREFPERCREADS033	NA	NA	NA	NA	NA
Treponema_denticola	Treponema_denticola_ATCC_35405;_AE017226.1;_TOPREFPERCREADS100	Treponema_denticola_ATCC_35404;_CM001796.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA
Treponema_denticola_ATCC_35404	Treponema_denticola_ATCC_35404;_CM001796.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Treponema_denticola_ATCC_35405	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Treponema_pallidum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Treponema_pallidum_subsp._pallidum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Treponema_pallidum_subsp._pertenue	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Treponema_putidum	Treponema_putidum;_CP009228.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Treponema_sp._OMZ_838	Treponema_sp._OMZ_838;_CP009227.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Treponema_succinifaciens_DSM_2489	Treponema_succinifaciens_DSM_2489;_CP002631.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Trichinella_spiralis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Trypanosoma_brucei	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Trypanosoma_cruzi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Variola_major_virus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Variola_minor_virus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Veillonella_parvula	Veillonella_parvula;_CP019721.1;_TOPREFPERCREADS100	Veillonella_parvula_DSM_2008;_CP001820.1;_TOPREFPERCREADS071	Veillonella_parvula_HSIVP1;_CM002135.1;_TOPREFPERCREADS065	Veillonella_rodentium;_LT906470.1;_TOPREFPERCREADS000	Veillonella_atypica;_CP020566.1;_TOPREFPERCREADS000	NA	NA	NA	NA	NA
Veillonella_parvula_HSIVP1	Veillonella_parvula_HSIVP1;_CM002135.1;_TOPREFPERCREADS100	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vibrio_cholerae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vibrio_parahaemolyticus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vibrio_vulnificus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Yersinia_enterocolitica	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Yersinia_pestis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Yersinia_pseudotuberculosis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Yersinia_pseudotuberculosis_complex	Yersinia_pestis_D182038;_CP001589.1;_TOPREFPERCREADS100	Yersinia_pestis_Z176003;_CP001593.1;_TOPREFPERCREADS000	Yersinia_pestis_biovar_Microtus_str._91001;_AE017042.1;_TOPREFPERCREADS000	Yersinia_pseudotuberculosis_str._PA3606;_CP010067.1;_TOPREFPERCREADS000	Yersinia_pestis_str._Pestoides_B;_CP010023.1;_TOPREFPERCREADS000	Yersinia_pestis_CO92;_AL590842.1;_TOPREFPERCREADS000	Yersinia_pestis_CO92;_CP009973.1;_TOPREFPERCREADS000	Yersinia_pestis_D106004;_CP001585.1;_TOPREFPERCREADS000	Yersinia_similis;_CP007230.1;_TOPREFPERCREADS000	Yersinia_pseudotuberculosis_PB1/+;_CP009780.1;_TOPREFPERCREADS000
