Node_Name	Adipose_Tissue_Control.merged.rma6	AT_Mock_1_1000000.merged.rma6	AT_Mock_1_100000.merged.rma6	AT_Mock_1_10000.merged.rma6	AT_Mock_1_1000.merged.rma6	AT_Mock_1_100.merged.rma6	AT_Mock_1_50_1.merged.rma6	AT_Mock_1_50_2.merged.rma6	AT_Mock_1_50_3.merged.rma6	AT_Mock_1_50_4.merged.rma6	AT_Mock_1_50.merged.rma6	Hepatology_High_1.merged.rma6	Hepatology_High_2.merged.rma6	Hepatology_Low_1.merged.rma6	Hepatology_Low_2.merged.rma6	patient_1_AT.merged.rma6	patient_1_blood.merged.rma6	patient_1_stool.merged.rma6	patient_2_AT.merged.rma6	patient_2_blood.merged.rma6	patient_2_stool.merged.rma6
Ilyocypris_sp._QY-2003	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Imajimaea_draculai	24	27	39	11	2	0	3	0	2	9	2	16	27	19	28	4	45	0	74	25	0
Impatiens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Inhella_inkyongensis	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
Insecta	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Insulodrilus_bifidus	2	0	1	2	0	0	5	0	0	0	0	1	0	0	0	0	0	0	2	0	0
Integripalpia	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Intestinibacillus_massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
Intestinimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Intramacronucleata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0
Intrasporangium_calvum_DSM_43043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Intrasporangium_chromatireducens_Q5-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
Invenusta_aestus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Ipomoea	8913	10235	8017	5900	1600	590	2880	3	424	450	415	8609	8648	8204	14888	1288	16463	3	7271	17347	609
Ironidae	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Ironus_sp._1992	0	0	1	0	0	0	3	0	0	0	0	1	0	0	1	0	0	0	0	0	0
Ischalea_sp._CG119	0	0	0	0	0	0	8	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Ischnochiton_elongatus	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	1	1	0
Ischnoptera_sp._1_DJGI-2006	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ischnothyreus_peltifer	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ischnura_saharensis	3	3	1	1	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0
Ishikawaella_symbiont_of_Brachyplatys_subaeneus	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Ishikawaella_symbiont_of_Coptosoma_parvipictum	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Ishikawaella_symbiont_of_Coptosoma_sphaerula	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Isohypsibius_papillifer	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Isohypsibius_prosostomus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Isolaimium_multistriatum	1	0	1	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Isolaimium_sp._2-PM-2004	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Isopoda	0	0	0	0	1	0	22	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Isoptericola_sp._BJGMM-B35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Isosicyonis_alba	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
Isospora_sp._ex_Talpa_europaea	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Isotomidae	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Isotomodes_sp._YB-2012	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Isotomurus_palustris	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Isotomurus_sp._cei5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Ixodes_holocyclus	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jaaginema_sp._ThrJGgm18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Jakoba_bahamiensis	0	0	0	1	12	4	6	0	3	5	3	0	0	0	0	0	0	0	0	0	0
Jakobida_sp._TP-2015e	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Janibacter_indicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Janibacter_limosus	0	0	0	0	0	2	2	0	1	4	2	0	0	0	0	0	0	0	0	0	0
Janibacter_sp._26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Janibacter_sp._SS14.10	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1
Janicella_spinicauda	1	0	2	0	0	0	2	0	0	1	0	0	1	1	0	0	0	0	0	1	0
Janiroidea	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jannaschia_aquimarina	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1
Jannaschia_helgolandensis	0	0	0	1	6	7	8	0	8	10	9	0	0	0	0	0	0	0	0	0	0
Jannaschia_seohaensis	0	0	0	0	2	2	1	0	1	2	4	0	0	0	0	0	0	0	0	0	0
Jannaschia_sp._J5-8	0	0	0	1	3	1	2	0	7	2	5	0	0	0	0	0	0	0	0	0	0
Jannaschia_sp._Ma2	0	0	0	0	1	0	2	0	1	0	2	0	0	0	0	0	0	0	0	0	0
Janolus_cristatus	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Janthinobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Janthinobacterium_lividum	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4
Janthinobacterium_sp._NC132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1
Jassa_slatteryi	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Jatrophihabitans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Jeongeupia_naejangsanensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Jeongeupia_sp._HS-3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Jeotgalibaca_dankookensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Jeotgalibacillus	0	0	0	0	7	10	4	0	3	11	13	0	0	0	0	0	0	0	0	0	0
Jeotgalibacillus_campisalis	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0
Jeotgalibacillus_marinus	0	0	0	0	4	7	1	0	6	2	4	0	0	0	0	0	0	0	3	0	14
Jeotgalibacillus_salarius	0	0	0	0	0	0	2	0	2	1	1	0	0	0	0	0	0	0	0	0	0
Jeotgalibacillus_soli_Cunha_et_al._2012	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Jeotgalicoccus	0	0	0	0	2	6	3	0	4	2	3	0	0	0	0	0	0	0	0	0	0
Jeotgalicoccus_aerolatus	0	0	0	1	0	12	2	0	1	1	2	0	0	0	0	0	0	0	0	0	0
Jeotgalicoccus_halotolerans	0	0	0	14	1	4	5	0	14	22	6	0	0	0	0	0	0	0	0	0	0
Jeotgalicoccus_marinus	0	0	0	0	3	0	0	0	3	0	5	0	0	5	0	0	0	0	0	0	0
Jeotgalicoccus_nanhaiensis	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1
Jeotgalicoccus_pinnipedialis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Jeotgalicoccus_sp._YNUTCM_YJ231	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Joeropsis_coralicola	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0
Johnsonella_ignava_ATCC_51276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	4
Jorunna_tomentosa	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Juan_de_Fuca_filamentous_bacterium	0	0	0	1	6	2	2	0	1	4	3	0	0	0	0	0	0	0	0	0	0
Juncus_effusus	1	1	3	2	0	0	6	0	0	4	0	2	1	2	7	0	10	0	4	1	0
Jungermanniidae	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0
Jungermanniopsida	2	3	1	0	0	0	5	0	0	0	0	0	1	0	2	0	0	0	1	3	0
Kalyptorhynchia	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Kandleria_vitulina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Kangiella_chungangensis	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Kangiella_japonica	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0
Kangiella_sp._HME9309	0	0	0	0	0	1	1	0	8	4	2	0	0	0	0	0	0	0	0	0	0
Ketogulonicigenium_vulgare_Y25	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Khelaifiella_massiliensis	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kickxellaceae	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	1	0	0	0	0
Kiloniellaceae	0	0	0	0	1	2	1	0	1	1	1	0	3	0	0	0	0	0	0	0	0
Kimunpsocus_takumai	1	1	4	0	0	0	9	0	0	1	0	1	3	1	1	1	6	0	1	1	0
Kineococcus_radiotolerans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Kineosporia_aurantiaca_JCM_3230	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kineosporia_rhizophila_JCM_9960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Kineosporia_succinea_JCM_9957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Kineosporiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Kineosporiaceae_bacterium_G3A1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kinetoplastibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	31
Kinetoplastida	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
Kingella	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Kingella_denitrificans_ATCC_33394	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kingella_negevensis	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kingella_oralis	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
Kingella_sp._oral_clone_ID059	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kinorhyncha	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Kinorhynchus_yushini	0	1	0	1	1	0	7	0	0	1	0	1	0	0	0	0	1	0	0	0	0
Kiritimatiella_glycovorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Kistimonas_asteriae	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Kitasatospora_aureofaciens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Kitasatospora_cheerisanensis	0	0	0	0	1	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kitasatospora_griseola	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kitasatospora_kifunensis	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kitasatospora_niigatensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Kitasatospora_paracochleata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Kitasatospora_phosalacinea	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kitasatospora_setae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Kitasatospora_sp._SBSK-430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Kitasatospora_terrestris	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Klebsiella	0	1	1	26	41	67	51	0	116	69	88	0	0	0	0	0	0	0	0	0	5
Klebsiella_aerogenes	0	5	3	75	73	194	89	0	270	134	186	0	0	3	2	0	6	1	0	2	17
Klebsiella_aerogenes_EA1509E	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klebsiella_michiganensis	0	0	0	4	5	19	12	0	11	12	13	0	0	0	0	0	0	0	0	0	1
Klebsiella_oxytoca	0	0	3	87	243	261	138	1	321	289	326	1	0	0	0	0	0	4	0	0	12
Klebsiella_oxytoca_09-7231	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Klebsiella_oxytoca_10-5243	0	0	0	0	2	1	0	0	2	2	4	0	0	0	0	0	0	0	0	0	0
Klebsiella_oxytoca_10-5244	0	0	0	0	0	1	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0
Klebsiella_oxytoca_10-5248	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klebsiella_oxytoca_KA-2	0	0	1	0	3	1	3	0	2	4	5	0	0	0	0	0	0	0	0	0	0
Klebsiella_oxytoca_KONIH1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klebsiella_oxytoca_MGH_27	0	0	0	0	0	2	2	0	2	1	2	0	0	0	0	0	0	0	0	0	0
Klebsiella_oxytoca_MGH_28	0	1	1	10	6	6	5	0	6	32	21	0	0	0	0	0	0	0	0	0	1
Klebsiella_oxytoca_TDB-1	0	0	0	2	5	5	3	0	10	45	34	0	0	0	3	0	0	0	0	0	4
Klebsiella_pneumoniae	4	1103	12627	62801	125639	155047	99836	28	196144	167128	171552	3646	229	53	2749	606	1221	1302	27	8411	11088
Klebsiella_pneumoniae_30660/NJST258_1	0	0	0	0	1	11	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0
Klebsiella_pneumoniae_30684/NJST258_2	0	0	7	3	0	7	7	0	14	8	2	0	0	0	1	0	0	0	0	0	1
Klebsiella_pneumoniae_BIDMC_16	0	0	0	4	10	14	11	0	15	18	16	0	0	0	0	0	0	0	0	0	1
Klebsiella_pneumoniae_BIDMC_33B	0	0	0	2	0	6	6	0	3	3	3	0	0	0	0	0	0	0	0	0	3
Klebsiella_pneumoniae_BIDMC_47	0	0	0	0	0	2	0	0	1	3	5	0	0	0	0	0	0	0	0	0	0
Klebsiella_pneumoniae_CHS_11	0	0	0	3	5	4	1	0	6	6	12	0	0	0	0	0	0	0	0	0	0
Klebsiella_pneumoniae_CHS_16	0	0	0	5	15	16	6	0	14	13	17	0	0	0	0	0	0	0	0	0	0
Klebsiella_pneumoniae_MGH_39	0	0	0	4	11	10	5	0	8	10	10	0	0	0	0	0	0	0	0	0	4
Klebsiella_pneumoniae_UCICRE_7	0	0	1	8	15	62	24	0	40	23	25	0	0	0	0	0	0	0	0	0	2
Klebsiella_pneumoniae_UCI_21	0	0	0	3	4	3	4	0	6	4	8	0	0	0	0	0	0	0	0	0	2
Klebsiella_pneumoniae_UHKPC48	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klebsiella_pneumoniae_subsp._ozaenae	0	0	1	4	8	14	4	0	12	12	9	0	0	0	0	0	0	0	0	0	2
Klebsiella_pneumoniae_subsp._pneumoniae	0	0	0	1	1	1	1	0	1	0	9	0	0	0	0	0	0	0	0	0	0
Klebsiella_quasipneumoniae_subsp._quasipneumoniae	0	0	0	0	2	8	2	0	5	5	6	0	0	0	0	0	0	0	0	0	0
Klebsiella_quasipneumoniae_subsp._similipneumoniae	0	0	0	1	2	2	3	0	0	1	3	0	0	0	0	0	0	0	0	0	0
Klebsiella_sp.	0	0	1	16	34	43	23	0	52	46	43	0	0	0	0	0	0	0	0	0	3
Klebsiella_sp._27MoSuero	0	0	0	2	1	2	4	0	3	1	7	0	0	0	0	0	0	0	0	0	0
Klebsiella_sp._3S1	0	0	0	0	0	1	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0
Klebsiella_sp._A12-KP8	0	0	0	0	1	1	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0
Klebsiella_sp._A19	0	0	0	0	0	10	1	0	0	2	4	0	0	0	0	0	0	0	0	0	0
Klebsiella_sp._A20-KP16	0	0	0	2	4	2	0	0	0	6	4	0	0	0	0	0	0	0	0	0	0
Klebsiella_sp._A4	0	0	0	0	2	4	0	0	4	4	6	0	0	0	0	0	0	0	0	0	2
Klebsiella_sp._A4-1	0	0	0	0	71	8	0	0	3	1	37	0	0	0	0	0	0	0	0	0	0
Klebsiella_sp._BT-IDSG2015-2	0	0	0	0	0	2	0	0	2	4	3	0	0	0	0	0	0	0	0	0	0
Klebsiella_sp._CECT_4842	0	0	1	5	9	12	6	0	18	8	18	0	0	0	0	0	0	1	0	0	0
Klebsiella_sp._ChroAq_1	0	0	2	5	5	2	3	0	2	6	1	0	0	0	0	0	0	0	0	0	1
Klebsiella_sp._D5A	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Klebsiella_sp._DT_1-06	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Klebsiella_sp._EC1.1	0	0	0	0	0	4	0	0	0	3	28	0	0	0	0	0	0	0	0	0	0
Klebsiella_sp._ES14.2	0	0	0	0	2	2	2	0	3	3	4	0	0	0	0	0	0	0	0	0	0
Klebsiella_sp._F51-1-2	0	0	0	0	0	8	3	0	1	4	5	0	0	0	0	0	0	0	0	0	0
Klebsiella_sp._FP14	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klebsiella_sp._G.W-CD.22	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Klebsiella_sp._GG50E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Klebsiella_sp._GG53E	0	0	0	0	57	25	3	0	27	11	8	0	0	0	0	0	0	0	0	0	0
Klebsiella_sp._HHP1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Klebsiella_sp._Hg4-07	0	0	0	1	11	7	2	0	3	8	4	0	0	0	0	0	0	0	0	0	0
Klebsiella_sp._IG_32	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Klebsiella_sp._II83	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Klebsiella_sp._IICDBZ7	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Klebsiella_sp._IIL-Nv7	0	0	0	1	0	3	3	0	0	3	2	0	0	0	0	0	0	0	0	0	1
Klebsiella_sp._Jilu_WG157	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Klebsiella_sp._KG1	0	0	0	0	2	5	3	0	4	5	5	0	0	0	0	0	0	1	0	0	0
Klebsiella_sp._L16	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klebsiella_sp._L331	0	0	0	1	1	8	2	0	2	4	16	0	0	0	0	0	0	0	0	0	0
Klebsiella_sp._MCF77D1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klebsiella_sp._MX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Klebsiella_sp._MYC	0	0	0	542	0	0	3	0	1	0	31	0	0	0	0	0	0	0	0	0	0
Klebsiella_sp._NGR_05	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Klebsiella_sp._NH4	0	0	0	3	1	3	0	0	3	1	4	0	0	0	0	0	0	0	0	0	1
Klebsiella_sp._NTI31	0	0	0	2	4	1	5	0	5	7	5	0	0	0	0	0	0	0	0	0	1
Klebsiella_sp._P4	0	0	0	0	2	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	1
Klebsiella_sp._PG4-2	0	0	0	8	20	25	12	0	27	30	69	0	0	0	0	0	0	0	0	0	1
Klebsiella_sp._RC37	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Klebsiella_sp._RCB566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Klebsiella_sp._RCB570	0	0	0	0	1	3	1	0	5	5	7	0	0	0	0	0	0	0	0	0	0
Klebsiella_sp._RPWA1.5	0	0	1	1	2	6	2	0	2	4	6	0	0	0	0	0	0	0	0	0	1
Klebsiella_sp._SL2	0	0	2	5	11	20	9	0	14	7	8	0	0	0	0	0	0	0	0	0	0
Klebsiella_sp._SRMND14C	0	0	0	0	5	7	3	0	3	5	2	0	0	0	0	0	0	0	0	0	0
Klebsiella_sp._SUS11K	0	0	0	0	4	11	12	0	12	9	10	0	0	0	0	0	0	0	0	0	1
Klebsiella_sp._SUS1K	0	0	0	0	0	2	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0
Klebsiella_sp._SUS3K	0	0	3	3	4	7	2	0	13	11	4	0	0	0	0	0	0	0	0	0	0
Klebsiella_sp._TMp14311_201	0	0	0	2	2	6	3	0	6	5	8	0	0	0	0	0	0	0	0	0	0
Klebsiella_sp._TNT1	0	0	0	4	11	8	6	0	11	11	14	0	0	0	0	0	0	0	0	0	1
Klebsiella_sp._TNT2	0	1	0	1	3	6	0	0	4	5	6	0	0	0	0	0	0	0	0	0	0
Klebsiella_sp._TNT3	0	0	0	2	0	3	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
Klebsiella_sp._TWG1B	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Klebsiella_sp._UIWRF0158	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Klebsiella_sp._UIWRF0209	0	0	1	0	2	4	1	0	6	2	9	0	0	0	0	0	0	0	0	0	0
Klebsiella_sp._UIWRF0401	0	0	0	0	1	0	1	0	2	2	1	0	0	0	0	0	0	0	0	0	0
Klebsiella_sp._UIWRF0499	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Klebsiella_sp._UIWRF0721	0	0	0	0	2	3	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0
Klebsiella_sp._UIWRF0733	0	0	0	0	0	14	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0
Klebsiella_sp._UIWRF1097	0	0	0	1	2	1	2	0	2	12	8	0	0	0	0	0	0	0	0	0	1
Klebsiella_sp._V5	0	0	0	1	0	1	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0
Klebsiella_sp._VITPGP5AB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0
Klebsiella_sp._W8-1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Klebsiella_sp._WB-5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Klebsiella_sp._XW111	0	0	0	2	1	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0
Klebsiella_sp._YXA1-5	0	0	0	0	5	14	0	0	4	5	1	0	0	0	0	0	0	0	0	0	0
Klebsiella_sp._enrichment_culture_clone_3.1.1.1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0
Klebsiella_sp._enrichment_culture_clone_NK-2	0	0	0	0	111	5	3	0	58	53	21	0	0	0	0	0	0	0	0	0	5
Klebsiella_sp._enrichment_culture_clone_SRC_DSD18	0	0	0	1	7	26	4	0	20	8	13	0	0	0	0	0	0	0	0	0	0
Klebsiella_sp._enrichment_culture_clone_SRC_NBB7	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
Klebsiella_sp._enrichment_culture_clone_TB31_1	0	0	0	1	2	2	2	0	3	2	2	0	0	0	0	0	0	0	0	0	0
Klebsiella_sp._iihr28	0	0	0	1	3	11	6	0	1	14	4	0	0	0	0	0	0	0	0	0	1
Klebsiella_sp._sctcc8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Klebsiella_sp._shine2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Klebsiella_sp._wj6	0	0	4	3	5	4	5	0	7	5	6	0	0	0	0	0	0	0	0	0	0
Klebsiella_variicola	0	0	0	6	75	80	38	0	107	74	98	0	0	0	0	0	0	1	0	0	11
Klebsormidium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Klebsormidium_crenulatum	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kluyvera	0	0	0	3	3	14	1	0	9	4	8	0	0	0	0	0	0	0	0	0	1
Kluyvera_ascorbata_ATCC_33433	0	0	1	0	0	1	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0
Kluyvera_cryocrescens	0	0	0	6	25	16	6	0	26	25	18	0	0	0	0	0	0	0	0	0	1
Kluyvera_georgiana	0	0	0	0	2	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
Kluyvera_intermedia	0	0	0	0	1	4	1	0	1	0	3	0	0	0	0	0	0	0	0	0	0
Kluyvera_intestini	0	0	0	5	17	45	21	0	63	25	60	0	0	0	0	0	0	0	0	0	1
Kluyvera_sp._CRP51	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Kluyvera_sp._DAP22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Kluyvera_sp._LS-120	0	0	0	1	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Kluyvera_sp._UIWRF0577	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
Kluyvera_sp._UIWRF0674	0	0	0	1	1	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
Kluyveromyces_marxianus	2	1	1	0	0	0	2	0	0	0	0	2	3	4	4	0	3	1	2	1	0
Knema_andamanica	0	0	0	0	1	2	11	0	1	1	0	0	1	0	0	0	2	0	1	1	0
