Node_Name	Adipose_Tissue_Control.rma6	AT+Mock-1:1000000.rma6	AT+Mock-1:100000.rma6	AT+Mock-1:10000.rma6	AT+Mock-1:1000.rma6	AT+Mock-1:100.rma6	AT+Mock-1:50-1.rma6	AT+Mock-1:50-2.rma6	AT+Mock-1:50-3.rma6	AT+Mock-1:50-4.rma6	AT+Mock-1:50.rma6	Hepatology-High-1.rma6	Hepatology-High-2.rma6	Hepatology-Low-1.rma6	Hepatology-Low-2.rma6	patient-1-AT.rma6	patient-1-blood.rma6	patient-1-stool.rma6	patient-2-AT.rma6	patient-2-blood.rma6	patient-2-stool.rma6
Eggerthella_lenta_DSM_2243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	16
Eggerthella_sp._YY7918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	71
Eggerthellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	112
Eilat_virus	0	0	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0
Emticicia_oligotrophica_DSM_17448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Encephalomyocarditis_virus	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0
Ensifer_sojae_CCBAU_05684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Enterobacter	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterobacter_asburiae	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Enterobacter_cloacae	6	2	1	6	2	1	2	0	2	4	1	2	5	6	2	4	1	1	0	5	0
Enterobacter_cloacae_ECNIH2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Enterobacter_cloacae_complex	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Enterobacter_cloacae_subsp._cloacae_ATCC_13047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Enterobacterales	0	0	0	0	0	0	2	0	2	2	1	0	1	0	0	0	0	38	0	0	245
Enterobacteriaceae	0	0	0	3	12	85	244	0	200	325	225	0	0	0	0	0	0	39	0	1	2789
Enterobius_vermicularis	4879	5698	4224	5421	4953	4420	4696	5	3729	5723	4854	5732	7334	9117	5504	5814	4203	15	1	8626	53
Enterococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	5
Enterococcus_faecalis	0	0	0	0	1	9	13	0	10	27	19	0	0	0	0	0	0	2	0	0	1
Enterococcus_faecalis_OG1RF	0	0	0	0	0	1	1	0	4	2	2	0	0	0	0	0	0	0	0	0	0
Enterococcus_faecalis_V583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	10
Enterococcus_faecium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	0	0	57
Enterococcus_faecium_Aus0004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	17
Enterococcus_faecium_DO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Enterococcus_faecium_T110	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Enterococcus_hirae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0
Enterovirus_goat/JL14	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Entomoplasmatales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
Equid_alphaherpesvirus_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Erwinia_amylovora	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Erysipelothrix	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Erysipelothrix_larvae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
Erysipelothrix_rhusiopathiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	4
Erysipelotrichaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	19
Erysipelotrichaceae_bacterium_I46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	220
Erythrobacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Escherichia	0	0	0	0	0	7	12	0	6	8	8	0	0	0	0	0	0	1	0	0	70
Escherichia_albertii	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Escherichia_coli	1	3	7	73	771	7044	18587	4	14870	24236	18158	0	0	3	1	3	2	120	0	4	39554
Escherichia_coli_'BL21-Gold(DE3)pLysS_AG'	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Escherichia_coli_APEC_O2-211	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Escherichia_coli_ATCC_25922	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
Escherichia_coli_ATCC_8739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Escherichia_coli_B	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Escherichia_coli_B7A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
Escherichia_coli_CFT073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Escherichia_coli_ECC-1470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Escherichia_coli_ETEC_H10407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Escherichia_coli_IAI1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Escherichia_coli_IAI39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Escherichia_coli_O127:H6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
Escherichia_coli_O139:H28_str._E24377A	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Escherichia_coli_O145:H28	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4
Escherichia_coli_O157:H16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Escherichia_coli_O157:H7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Escherichia_coli_O26:H11_str._11368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Escherichia_coli_O7:K1_str._CE10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Escherichia_coli_RS218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Escherichia_coli_SMS-3-5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Escherichia_coli_UMNF18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
Escherichia_coli_UMNK88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Escherichia_coli_VR50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	73
Escherichia_coli_str._K-12_substr._MG1655star	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Escherichia_fergusonii_ECD227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Ethanoligenens_harbinense_YUAN-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	28
Eubacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	50
Eubacterium_limosum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	34
Eubacterium_limosum_KIST612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	0	76
Eubacterium_sulci_ATCC_35585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	6
Eukaryota	22770	26278	18711	24181	20839	20308	22453	10	17560	27809	21225	31675	39239	38532	26067	31646	22695	13	2	45568	243
Eurotiomycetidae	0	0	0	1	0	3	0	0	1	0	1	0	2	0	0	0	0	0	0	2	0
Exiguobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1
Ezakiella_massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	95
Faecalibacterium_prausnitzii	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	27752	0	2	22501
Faecalibaculum_rodentium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	9
Falconid_herpesvirus_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0
Fathead_minnow_picornavirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Fermentimonas_caenicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	21
Fibrella_sp._ES10-3-2-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Filifactor_alocis_ATCC_35896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Finegoldia_magna_ATCC_29328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	5
Finegoldia_magna_ATCC_53516	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
Firmicutes	0	0	0	0	0	1	3	0	4	2	4	1	0	1	0	1	0	2996	0	0	2688
Flammeovirgaceae_bacterium_311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
Flavobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	998	0	0	171
Flavobacteriaceae_bacterium_UJ101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Flavobacteriales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	9
Flavobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	9
Flavobacterium_columnare	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Flavobacterium_johnsoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Flavobacterium_psychrophilum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Flavonifractor_plautii	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	1	1	9667	0	1	22022
Fluviicola_taffensis_DSM_16823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Formica_exsecta_virus_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Formica_exsecta_virus_2	1	1	0	2	1	2	0	0	0	0	0	0	2	0	0	2	0	0	0	1	0
Frankia_inefficax	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Frondihabitans_sp._PAMC_28766	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fusarium_poae_virus_1-240374	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fusobacterium_hwasookii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
Fusobacterium_nucleatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Fusobacterium_nucleatum_subsp._animalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Fusobacterium_nucleatum_subsp._nucleatum	0	2	1	0	3	1	0	0	3	1	2	0	0	0	0	0	0	0	0	0	0
Fusobacterium_nucleatum_subsp._polymorphum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Gallid_alphaherpesvirus_2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
Gammaproteobacteria	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	1	2	17	0	0	187
Gardnerella_vaginalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Gardnerella_vaginalis_409-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Gemella_sp._oral_taxon_928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2
Geobacillus_stearothermophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Geobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2
Geobacter_anodireducens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Geobacter_metallireducens_GS-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Geobacter_pickeringii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Geosporobacter_ferrireducens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Glaesserella_parasuis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Glaesserella_parasuis_ZJ0906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Gloeobacter_violaceus_PCC_7421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Glypta_fumiferanae_ichnovirus	1	0	1	2	2	1	1	0	0	1	1	2	2	0	0	0	1	0	0	1	0
Gordonia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Gordonibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Gordonibacter_massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	10
Gordonibacter_urolithinfaciens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	31
Gottschalkia_acidurici_9a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Gramella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
Graminella_nigrifrons_virus_1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Grapevine_Syrah_virus_1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Grimontia_hollisae	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Haemophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	26
Haemophilus_influenzae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	22
Haemophilus_influenzae_10810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
Haemophilus_influenzae_2019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
Haemophilus_influenzae_CGSHiCZ412602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Haemophilus_influenzae_F3031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Haemophilus_influenzae_F3047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Haemophilus_influenzae_KR494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3
Haemophilus_influenzae_PittEE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Haemophilus_influenzae_PittGG	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
Haemophilus_parainfluenzae_T3T1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	696	0	0	402
Haemophilus_pittmaniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	19
Haliangium_ochraceum_DSM_14365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Haliscomenobacter_hydrossis_DSM_1100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Halomonas_aestuarii	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Halomonas_sp._1513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Halotalea_alkalilenta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Halothiobacillus_sp._LS2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Helicobacter_pylori	0	0	0	0	9	105	264	0	220	344	264	0	0	0	0	0	0	0	0	0	0
Heliobacterium_modesticaldum_Ice1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4
Herbinix_luporum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	19
Heterobasidion_partitivirus_7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Hibiscus_latent_Singapore_virus	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Histoplasma_capsulatum_NAm1	3	4	2	3	1	2	3	0	1	1	3	4	3	3	3	1	2	0	0	1	0
Homo_sapiens	6039449	7171869	5138945	6654720	5729614	5563984	6087979	1651	4748816	7467532	5808084	6446549	8555405	8466946	6165626	6597722	4608597	1890	402	10782469	54241
Hop_trefoil_cryptic_virus_2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Human_betaherpesvirus_6B	1	0	0	1	1	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	1
Human_betaherpesvirus_7	0	0	0	0	0	0	2	0	1	1	0	0	0	1	0	0	0	0	0	0	0
Human_coronavirus_229E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Human_endogenous_retrovirus_K113	26	26	21	26	33	24	19	0	19	22	15	30	36	26	33	29	23	0	0	52	0
Human_gammaherpesvirus_4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Hungateiclostridiaceae_bacterium_KB18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	367
Hungateiclostridium_clariflavum_DSM_19732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Hungateiclostridium_thermocellum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
Hydrogenobaculum_sp._Y04AAS1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Hydrogenophaga	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	21
Hymenobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Hymenobacter_sp._APR13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Hymenobacter_sp._PAMC_26554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Hymenobacter_sp._PAMC_26628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Hymenobacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Hyphomicrobium_denitrificans_1NES1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Hyphomicrobium_nitrativorans_NL23	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	6
Hyphomonas_neptunium_ATCC_15444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
Ichthyobacterium_seriolicida	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	3
Ictalurid_herpesvirus_1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0
Ilyobacter_polytropus_DSM_2926	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Immundisolibacter_cernigliae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Intestinimonas_butyriciproducens	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1339	0	0	6564
Intrasporangium_calvum_DSM_43043	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jasmine_virus_T	0	0	1	3	3	0	1	0	1	0	2	1	1	2	0	0	1	0	0	3	0
Jeotgalibaca_dankookensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Jeotgalibaca_sp._PTS2502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Jonquetella_anthropi_DSM_22815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2
Kiritimatiella_glycovorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Klebsiella	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	171	0	0	1
Klebsiella_michiganensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Klebsiella_michiganensis_HKOPL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Klebsiella_oxytoca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1791	0	0	1
Klebsiella_oxytoca_KONIH1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Klebsiella_pneumoniae	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	15	0	0	17
Klebsiella_pneumoniae_RYC492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
Klebsiella_pneumoniae_subsp._pneumoniae	0	0	2	2	1	0	1	0	0	7	4	1	4	5	3	3	3	2	0	3	1
Klebsiella_pneumoniae_subsp._pneumoniae_1158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Klebsiella_sp._LTGPAF-6F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Klebsiella_sp._M5al	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
Klebsiella_variicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Kobuvirus_cattle/Kagoshima-1-22-KoV/2014/JPN	2	0	2	1	1	1	0	0	1	0	1	1	0	1	1	2	0	0	0	0	0
Kobuvirus_cattle/Kagoshima-2-24-KoV/2015/JPN	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
Kocuria_palustris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Kocuria_rhizophila	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Komagataeibacter_xylinus_E25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Kribbella_flavida_DSM_17836	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Labrenzia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
Lachnoclostridium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	0	0	1512
Lachnoclostridium_phocaeense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	803	0	0	1286
Lachnoclostridium_phytofermentans_ISDg	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	11
Lachnoclostridium_sp._YL32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	750	0	0	348
Lachnospiraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3344	0	0	2665
Lactobacillaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Lactobacillales	0	0	0	0	0	4	4	0	7	7	10	0	0	0	0	0	0	68	0	0	70
Lactobacillus	0	0	0	1	0	0	5	0	1	6	0	0	0	0	0	0	0	11	0	0	19
Lactobacillus_agilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	4
Lactobacillus_amylophilus_DSM_20533_=_JCM_1125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Lactobacillus_amylovorus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Lactobacillus_backii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Lactobacillus_casei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Lactobacillus_curvatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Lactobacillus_delbrueckii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148
Lactobacillus_delbrueckii_subsp._bulgaricus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143
Lactobacillus_delbrueckii_subsp._bulgaricus_2038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Lactobacillus_delbrueckii_subsp._bulgaricus_ATCC_11842_=_JCM_1002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
Lactobacillus_delbrueckii_subsp._bulgaricus_ATCC_BAA-365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Lactobacillus_delbrueckii_subsp._lactis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Lactobacillus_farciminis_KCTC_3681_=_DSM_20184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Lactobacillus_fermentum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1
Lactobacillus_gasseri	0	0	0	0	2	12	37	0	25	55	45	0	0	0	0	0	0	0	0	0	0
Lactobacillus_gasseri_ATCC_33323_=_JCM_1131	0	0	0	0	2	9	37	0	32	50	29	0	0	0	0	0	0	0	0	0	0
Lactobacillus_johnsonii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Lactobacillus_plantarum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	31
Lactobacillus_rhamnosus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Lactobacillus_ruminis_ATCC_27782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	10
Lactobacillus_sakei	0	3	2	0	2	1	0	0	0	1	1	0	0	0	0	0	0	45	0	0	0
Lactobacillus_sakei_subsp._sakei_23K	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
Lactobacillus_sakei_subsp._sakei_DSM_20017_=_JCM_1157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
Lactobacillus_salivarius	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0
Lactobacillus_salivarius_CECT_5713	2	0	0	2	2	0	1	0	0	0	6	0	1	1	0	0	0	0	0	0	0
Lactobacillus_salivarius_UCC118	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0
Lactococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3
